market-census	ts/src/paradex.ts	fetchGreeks	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/paradex.ts	fetchFundingHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/paradex.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/poloniex.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	parseSwapBalance	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchBalance	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	editOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	cancelOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	cancelAllOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchOpenOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchPositions	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchPositionHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchFundingHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	parseFundingFeeToPrecision	currency	safeCurrency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchFundingRate	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	setMargin	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	setMarginMode	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	setPositionMode	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchLeverageTiers	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	setLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	transfer	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchTransfers	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchOpenInterest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchConvertQuote	fromCurrency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchConvertQuote	toCurrency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	createConvertTrade	fromCurrency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	createConvertTrade	toCurrency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	createConvertTrade	fromResult	safeCurrency	2	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	createConvertTrade	to	safeCurrency	2	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/phemex.ts	fetchPositionsADLRank	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/revolutx.ts	fetchCurrencies	parsed	parseCurrency	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/revolutx.ts	fetchTickers	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/revolutx.ts	fetchTickers	ticker	parseTicker	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/revolutx.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/revolutx.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/revolutx.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/revolutx.ts	createOrder	order	parseOrder	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/revolutx.ts	fetchOpenOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/revolutx.ts	fetchOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/revolutx.ts	fetchMyTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/revolutx.ts	editOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/revolutx.ts	editOrder	order	parseOrder	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/poloniex.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/poloniex.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/poloniex.ts	fetchMyTrades	result	parseTrades	4	typed:java.util.List<Object>	-	java.util.List<Object>	retyped	-
market-census	ts/src/poloniex.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/poloniex.ts	orderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/poloniex.ts	editOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/poloniex.ts	cancelOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/poloniex.ts	fetchOrder	order	parseOrder	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/poloniex.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/poloniex.ts	prepareRequestForDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/poloniex.ts	transfer	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/poloniex.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/poloniex.ts	parseDepositWithdrawFees	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/poloniex.ts	setLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/poloniex.ts	fetchLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/poloniex.ts	modifyMarginHelper	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/tokocrypto.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	fetchCurrencies	parsed	parseCurrency	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/tokocrypto.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/tokocrypto.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/tokocrypto.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/tokocrypto.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/tokocrypto.ts	fetchOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/tokocrypto.ts	fetchMyTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/tokocrypto.ts	fetchDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/tokocrypto.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/upbit.ts	fetchCurrency	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	fetchMarkets	parsed	parseMarket	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/toobit.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	fetchLastPrices	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	fetchBidsAsks	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	parseBidAskCustom	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	fetchFundingRates	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	createOrderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	createContractOrderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	fetchOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	fetchMyTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	transfer	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	fetchDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	setMarginMode	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	setLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/toobit.ts	fetchLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/upbit.ts	fetchMarket	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/upbit.ts	fetchTickers	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/upbit.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/upbit.ts	fetchTradingFee	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/upbit.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/upbit.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/upbit.ts	fetchDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/upbit.ts	createDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/upbit.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	fetchBidsAsks	tickerMarket	safeMarket	4	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	parseDepositWithdrawFees	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	fetchMarkPrice	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	fetchSpotOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	fetchContractOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	fetchOpenInterest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	createSpotOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	createSpotOrderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	createContractOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	createContractOrderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	cancelOrder	order	parseOrder	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/weex.ts	fetchOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	fetchPositionsForSymbol	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	closePosition	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	closePosition	orders	parseOrders	2	typed:java.util.List<Object>	-	java.util.List<Object>	retyped	-
market-census	ts/src/weex.ts	fetchTradingFee	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	fetchMarginMode	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	setMarginMode	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	fetchLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	setLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	fetchPositionMode	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	setPositionMode	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/weex.ts	modifyMarginHelper	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	fetchTradingFees	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	fetchOrder	marketNew	safeMarket	3	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	fetchOrder	marketNew	safeMarket	3	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	fetchTickers	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	fetchTickers	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	fetchTickers	ticker	parseTicker	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/whitebit.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	fetchMyTrades	marketNew	safeMarket	3	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	fetchMyTrades	parsed	parseTrades	4	typed:java.util.List<Object>	-	java.util.List<Object>	retyped	-
market-census	ts/src/whitebit.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	editOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	cancelOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	cancelAllOrdersAfter	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	fetchClosedOrders	marketNew	safeMarket	3	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	fetchClosedOrders	order	parseOrder	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/whitebit.ts	fetchDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	createDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	transfer	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	fetchFundingHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	fetchConvertQuote	fromCurrency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	fetchConvertQuote	toCurrency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	createConvertTrade	fromCurrency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	createConvertTrade	toCurrency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	fetchPositionHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	fetchPosition	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/whitebit.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	fetchTradingFee	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	fetchCurrencies	parsed	parseCurrency	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/woo.ts	createMarketBuyOrderWithCost	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	createMarketSellOrderWithCost	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	editOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	cancelAllOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	fetchDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	transfer	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	repayMargin	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	fetchFundingRate	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	fetchLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	modifyMarginHelper	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	fetchPosition	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	fetchPositions	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	fetchConvertQuote	fromCurrency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	fetchConvertQuote	toCurrency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	fetchPositionsADLRank	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woo.ts	defaultNetworkCodeForCurrency	currencyItem	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woofipro.ts	fetchCurrencies	parsed	parseCurrency	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/xt.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woofipro.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woofipro.ts	fetchFundingRate	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woofipro.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woofipro.ts	fetchOpenInterest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woofipro.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woofipro.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woofipro.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woofipro.ts	createOrderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woofipro.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woofipro.ts	createOrder	order	parseOrder	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/woofipro.ts	editOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woofipro.ts	cancelAllOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woofipro.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woofipro.ts	fetchMarginMode	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woofipro.ts	setMarginMode	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woofipro.ts	modifyMarginHelper	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woofipro.ts	fetchLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/woofipro.ts	fetchPosition	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	fetchTickers	ticker	parseTicker	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/xt.ts	fetchBidsAsks	marketInner	safeMarket	4	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	fetchBidsAsks	ticker	parseTicker	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/xt.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	createMarketBuyOrderWithCost	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	createSpotOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	createContractOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	fetchOrdersByStatus	parsedOrders	parseOrders	2	typed:java.util.List<Object>	-	java.util.List<Object>	retyped	-
market-census	ts/src/xt.ts	fetchDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	setLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	modifyMarginHelper	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	parseLeverageTiers	market	safeMarket	4	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	fetchMarketLeverageTiers	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	fetchFundingRate	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	fetchOpenInterest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	fetchTradingFee	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	fetchTradingFees	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	fetchFundingHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	fetchPosition	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	fetchPosition	marketInner	safeMarket	4	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	fetchPositions	marketInner	safeMarket	4	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	transfer	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	setMarginMode	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/xt.ts	editOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/zaif.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/zaif.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/zaif.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/zaif.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/zaif.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
