market-census	ts/src/delta.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/delta.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/delta.ts	fetchPosition	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/delta.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/delta.ts	editOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/delta.ts	cancelOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/delta.ts	cancelAllOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/delta.ts	fetchDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/delta.ts	fetchFundingRate	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/delta.ts	modifyMarginHelper	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/delta.ts	fetchOpenInterest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/delta.ts	fetchLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/delta.ts	setLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/delta.ts	fetchGreeks	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/delta.ts	fetchOption	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	createDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchTickers	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchTickers	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchTickers	ticker	parseTicker	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/deribit.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchTradingFees	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchTradingFees	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	cancelAllOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchOpenOrders	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchClosedOrders	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchMyTrades	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchDeposits	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchWithdrawals	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchPosition	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchPositions	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchVolatilityHistory	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchTransfers	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	transfer	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchFundingRate	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchLiquidations	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchMyLiquidations	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchGreeks	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchOption	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchOptionChain	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deribit.ts	fetchOpenInterest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/derive.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/derive.ts	parseTrades	parsed	parseTrade	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/derive.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/derive.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/derive.ts	createOrder	order	parseOrder	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/derive.ts	editOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/derive.ts	editOrder	order	parseOrder	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/derive.ts	cancelOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/derive.ts	fetchDeposits	currency	safeCurrency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/derive.ts	fetchWithdrawals	currency	safeCurrency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	fetchTickers	ticker	parseTicker	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/digifinex.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	createOrder	order	parseOrder	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/digifinex.ts	createOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	createOrderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	createMarketBuyOrderWithCost	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	fetchDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	transfer	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	fetchCrossBorrowRate	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	fetchFundingRate	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	fetchTradingFee	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	fetchPosition	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	setLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	fetchMarketLeverageTiers	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	parseDepositWithdrawFees	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	modifyMarginHelper	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/digifinex.ts	setMarginMode	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/dydx.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/dydx.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/dydx.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/dydx.ts	createOrderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/dydx.ts	cancelOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/dydx.ts	cancelOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/dydx.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/dydx.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/extended.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/foxbit.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/foxbit.ts	fetchTradingFees	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/foxbit.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/foxbit.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/foxbit.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/foxbit.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/foxbit.ts	createOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/foxbit.ts	cancelAllOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/foxbit.ts	fetchMyTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/foxbit.ts	fetchDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/foxbit.ts	editOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/foxbit.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/foxbit.ts	fetchLedger	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/extended.ts	fetchTickers	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/extended.ts	fetchTickers	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/extended.ts	fetchTickers	ticker	parseTicker	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/extended.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/extended.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/extended.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/extended.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/extended.ts	fetchOpenInterestHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/extended.ts	parseLedgerEntry	ledgerCurrency	safeCurrency	2	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/extended.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/extended.ts	transfer	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/extended.ts	fetchTradingFee	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/extended.ts	fetchLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/extended.ts	setLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/extended.ts	createExtendedOrderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/extended.ts	fetchOpenOrders	orders	parseOrders	4	typed:java.util.List<Object>	-	java.util.List<Object>	retyped	-
market-census	ts/src/extended.ts	fetchOrders	orders	parseOrders	4	typed:java.util.List<Object>	-	java.util.List<Object>	retyped	-
market-census	ts/src/gemini.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gemini.ts	fetchTickerV1	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gemini.ts	fetchTickerV2	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gemini.ts	fetchTickers	result	parseTickers	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/gemini.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gemini.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gemini.ts	fetchMyTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gemini.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gemini.ts	fetchDepositAddressesByNetwork	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gemini.ts	createDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gemini.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gemini.ts	fetchOpenInterest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gate.ts	fetchFundingRate	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/grvt.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/grvt.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/grvt.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/grvt.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/grvt.ts	fetchTransfers	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/grvt.ts	transfer	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/grvt.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/grvt.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/grvt.ts	eipMessageForOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/grvt.ts	fetchPositions	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/grvt.ts	setLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/grvt.ts	cancelAllOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gate.ts	fetchNetworkDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gate.ts	fetchDepositAddressesByNetwork	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gate.ts	fetchTradingFee	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gate.ts	parseTradingFees	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gate.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gate.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gate.ts	fetchBalance	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gate.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gate.ts	fetchOptionOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/gate.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
